Series Name,Series Code,Country Name,Country Code,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
"Population, female",SP.POP.TOTL.FE.IN,Vanuatu,VUT,162433,158631,154903,151256,147683,144135,140606,137185,133885,130637,127469,124400,121424,118481,115554,112704,109949,107257,104599,101971,99363,96774
"Population, female",SP.POP.TOTL.FE.IN,"Venezuela, RB",VEN,14304904,14243056,14376694,14605811,15021517,15379664,15457477,15341129,15164502,14978971,14786972,14591553,14393135,14190951,13984235,13770877,13551989,13329254,13103406,12876104,12646261,12416404
"Population, female",SP.POP.TOTL.FE.IN,Vietnam,VNM,49685569,49331842,48922527,48488283,48058062,47620370,47171586,46709887,46239694,45764918,45291192,44823899,44362702,43906522,43478136,43082251,42699789,42317983,41924749,41527860,41131420,40739120
"Population, female",SP.POP.TOTL.FE.IN,Virgin Islands (U.S.),VIR,56275,56360,56425,56473,56512,56522,56516,56504,56498,56512,56537,56548,56560,56549,56507,56467,56492,56555,56593,56652,56692,56744
"Population, female",SP.POP.TOTL.FE.IN,West Bank and Gaza,PSE,2527169,2467389,2408409,2350358,2293162,2236936,2193382,2144431,2095174,2045758,1996554,1947103,1897763,1848287,1798811,1749079,1703735,1659247,1615402,1572199,1530053,1489250
"Population, female",SP.POP.TOTL.FE.IN,"Yemen, Rep.",YEM,16673411,16313210,15963067,15593113,15211556,14831892,14453847,14077389,13700388,13323201,12950282,12583615,12224951,11874775,11531790,11195418,10864747,10548931,10262472,9997157,9739899,9488026
"Population, female",SP.POP.TOTL.FE.IN,Zambia,ZMB,10140033,9864121,9589102,9314079,9041177,8772120,8507289,8247891,7993413,7743342,7499172,7260708,7026189,6794701,6569350,6351748,6144175,5947650,5764425,5593084,5431354,5276383
"Population, female",SP.POP.TOTL.FE.IN,Zimbabwe,ZWE,8614935,8449834,8284447,8122618,7966181,7810471,7656047,7502101,7347527,7192279,7041528,6911674,6805605,6714016,6638373,6578079,6511613,6450827,6405855,6353380,6300516,6257972
"Population, male",SP.POP.TOTL.MA.IN,Afghanistan,AFG,20766442,20254878,19692301,19090409,18549862,18028696,17520861,17071446,16543889,15946572,15399105,14780282,14240377,13827977,13339006,13067961,12828447,12302104,11862726,11397483,10562202,9895467
"Population, male",SP.POP.TOTL.MA.IN,Albania,ALB,1384548,1404454,1419264,1428828,1435881,1440219,1442176,1444890,1449241,1452162,1454486,1456171,1458913,1464541,1472476,1481621,1490629,1497909,1503547,1508084,1512520,1516640
"Population, male",SP.POP.TOTL.MA.IN,Algeria,DZA,22862237,22497244,22132899,21756903,21362603,20961313,20556314,20152232,19755734,19371095,18995990,18632179,18282636,17946941,17628560,17330466,17050923,16806416,16578139,16346159,16126874,15912853
"Population, male",SP.POP.TOTL.MA.IN,American Samoa,ASM,21873,22289,22921,23535,24134,24701,25240,25739,26199,26627,27014,27358,27660,27960,28265,28541,28793,29024,29233,29419,29570,29674
"Population, male",SP.POP.TOTL.MA.IN,Andorra,AND,40786,40361,39615,38842,38071,37380,36628,36188,36148,36043,35885,35672,36307,37787,39191,40535,41829,41679,40082,38429,36773,35151
"Population, male",SP.POP.TOTL.MA.IN,Angola,AGO,17590767,17051491,16517497,15983035,15445494,14915293,14390171,13878923,13381965,12894065,12417550,11955662,11510656,11084704,10678522,10289510,9917959,9564193,9226105,8904704,8603948,8322504
"Population, male",SP.POP.TOTL.MA.IN,Antigua and Barbuda,ATG,44782,44511,44236,43961,43715,43461,43176,42853,42488,42096,41653,41141,40597,40012,39367,38745,38181,37660,37188,36745,36301,35831
"Population, male",SP.POP.TOTL.MA.IN,Argentina,ARG,22889298,22678199,22465694,22249019,22027014,21800696,21571303,21340426,21106519,20870445,20634269,20395723,20154486,20095357,19886051,19685381,19484104,19279145,19077001,18879701,18683681,18484124
"Population, male",SP.POP.TOTL.MA.IN,Armenia,ARM,1250079,1256498,1265512,1274767,1284995,1295024,1304368,1313130,1321149,1329192,1337883,1347572,1359071,1371050,1383609,1396993,1410916,1424136,1435939,1447623,1460849,1477059
"Population, male",SP.POP.TOTL.MA.IN,Aruba,ABW,50173,50207,50211,50188,50026,49847,49650,49430,49191,48927,48632,48307,47858,47292,46724,46151,45591,45069,44663,44327,43950,43513
"Population, male",SP.POP.TOTL.MA.IN,Australia,AUS,12899794,12752077,12730885,12570509,12383903,12200675,12005262,11827651,11668610,11504523,11312918,11119039,10967548,10797546,10570891,10352205,10158068,10017910,9894184,9787220,9673988,9563615
"Population, male",SP.POP.TOTL.MA.IN,Austria,AUT,4451873,4407703,4387322,4367938,4347806,4325519,4292559,4236544,4177916,4139517,4110918,4088543,4072621,4061602,4049665,4036230,4022191,3999610,3968722,3941237,3918661,3894335
"Population, male",SP.POP.TOTL.MA.IN,Azerbaijan,AZE,5020523,5002750,4982975,4948191,4903447,4858524,4808608,4752032,4691683,4628966,4564895,4499932,4436811,4379608,4281933,4182354,4124857,4069677,4018433,3975655,3939827,3904764
"Population, male",SP.POP.TOTL.MA.IN,"Bahamas, The",BHS,195817,195028,194506,193737,192656,191491,190240,188854,187310,185807,184251,182453,180438,178154,175825,173576,171363,169176,167044,164975,162950,160964
"Population, male",SP.POP.TOTL.MA.IN,Bahrain,BHR,912199,908649,920430,933409,931994,912197,877025,841699,810704,787263,765423,753809,754000,731120,684764,638061,591506,545191,499158,462113,442442,431149
"Population, male",SP.POP.TOTL.MA.IN,Bangladesh,BGD,84859213,83998088,83063714,82164179,81314565,80422431,79459393,78535803,77673568,76786999,75898562,75035683,74213622,73488956,73036822,72599534,72029553,71337878,70392333,69348344,68254669,67083138
"Population, male",SP.POP.TOTL.MA.IN,Barbados,BRB,135084,134833,134528,134222,133936,133644,133334,133010,132669,132304,131915,131499,131042,130593,130103,129595,129191,128828,128444,128040,127609,127156
"Population, male",SP.POP.TOTL.MA.IN,Belarus,BLR,4240046,4287977,4327916,4350290,4361667,4372291,4377765,4374019,4368497,4366594,4369319,4379214,4393551,4406288,4419504,4436621,4459004,4489280,4523002,4556725,4591597,4623156
"Population, male",SP.POP.TOTL.MA.IN,Belgium,BEL,5765978,5725724,5695855,5667234,5632391,5602537,5576976,5544490,5508176,5480089,5450949,5414163,5341400,5290436,5245964,5202866,5163364,5128227,5099079,5076053,5053895,5030684
"Population, male",SP.POP.TOTL.MA.IN,Belize,BLZ,203747,201231,198810,195944,192359,188588,184798,180965,177061,173067,169071,165130,161229,157247,153151,149054,144981,140947,136966,133040,129160,125328
"Population, male",SP.POP.TOTL.MA.IN,Benin,BEN,6689295,6509711,6330776,6152125,5974735,5800206,5629265,5463004,5301391,5145619,4995588,4849408,4707267,4568957,4434190,4302650,4177609,4050781,3923249,3803644,3688186,3576763
"Population, male",SP.POP.TOTL.MA.IN,Bermuda,BMU,30615,30759,30872,30926,30975,30993,31368,31722,31669,31606,31513,31399,31673,31921,31740,31567,31408,31239,31042,30832,30625,30434
"Population, male",SP.POP.TOTL.MA.IN,Bhutan,BTN,413930,411668,409408,407103,404630,401839,398635,395186,391565,387678,383648,379579,375519,371464,367382,363234,358990,353558,345443,335712,325859,315896
"Population, male",SP.POP.TOTL.MA.IN,Bolivia,BOL,6126364,6058547,5992275,5916395,5832721,5748534,5663718,5578609,5493370,5407879,5322361,5236810,5151373,5066350,4981806,4897753,4814077,4731985,4651928,4573038,4495206,4418319
"Population, male",SP.POP.TOTL.MA.IN,Bosnia and Herzegovina,BIH,1591814,1610168,1632854,1652504,1670236,1688023,1706069,1724918,1745230,1765649,1792508,1826158,1859263,1891814,1923825,1955141,1979755,1997892,2021970,2042127,2048780,2046480
"Population, male",SP.POP.TOTL.MA.IN,Botswana,BWA,1298807,1277735,1256708,1233202,1208678,1183506,1158587,1134801,1112387,1090948,1070002,1049169,1027633,1005676,984034,962918,942814,924057,906524,889736,873216,855998
"Population, male",SP.POP.TOTL.MA.IN,Brazil,BRA,105733027,105291292,104779288,104119798,103354449,102567011,101794390,101008689,100185186,99355387,98526889,97676016,96806825,95935867,95059746,94163019,93237364,92281701,91303580,90318606,89303580,88233218
"Population, male",SP.POP.TOTL.MA.IN,British Virgin Islands,VGB,15062,14976,14900,14786,14681,14578,14453,14303,14145,14015,13915,13724,13556,13329,12918,12512,12133,11774,11439,11133,10851,10588
"Population, male",SP.POP.TOTL.MA.IN,Brunei Darussalam,BRN,232205,230451,228677,226876,225018,223039,220910,218636,216245,213768,211233,208672,206007,203252,200494,197694,194829,191886,188857,185758,182567,179279
"Population, male",SP.POP.TOTL.MA.IN,Bulgaria,BGR,3135133,3335414,3363373,3383675,3406489,3430331,3455141,3478837,3500151,3519159,3537445,3555965,3576521,3597386,3617711,3640438,3665020,3691351,3718227,3745714,3774971,3857899
"Population, male",SP.POP.TOTL.MA.IN,Burkina Faso,BFA,11299155,11010698,10718602,10431262,10150983,9870655,9587217,9305419,9028931,8760692,8498100,8241604,7999494,7767361,7542832,7323354,7101155,6876721,6655617,6441322,6235842,6038895
"Population, male",SP.POP.TOTL.MA.IN,Burundi,BDI,6400926,6231786,6066599,5894278,5703611,5534391,5407865,5319770,5203501,5030076,4852194,4681456,4516033,4306730,4090782,3923619,3779881,3644928,3510499,3380524,3274704,3183686
"Population, male",SP.POP.TOTL.MA.IN,Cabo Verde,CPV,294911,292344,289745,286974,284085,280983,277736,274677,271704,268717,265726,262614,259594,256599,253369,249996,246494,242873,239155,235308,231264,227001
"Population, male",SP.POP.TOTL.MA.IN,Cambodia,KHM,8299527,8212068,8115527,8021264,7930999,7834347,7731897,7629132,7526346,7421511,7315560,7209608,7104881,7001368,6893678,6775426,6653611,6534657,6416257,6299051,6183561,6069095
"Population, male",SP.POP.TOTL.MA.IN,Cameroon,CMR,13922522,13564231,13210626,12855489,12501234,12157838,11814923,11463852,11106213,10771471,10469879,10176648,9890121,9609692,9337569,9073988,8822729,8583601,8349841,8121554,7900648,7689826
"Population, male",SP.POP.TOTL.MA.IN,Canada,CAN,19346659,18995529,18885404,18680213,18405543,18138320,17917265,17714395,17582153,17402916,17213242,17020916,16852629,16666218,16477121,16300676,16144134,15980635,15828266,15680044,15538106,15366067
"Population, male",SP.POP.TOTL.MA.IN,Cayman Islands,CYM,34669,34398,33941,33285,32627,31954,31270,30572,29853,29112,28348,27569,26797,26033,25274,24523,23777,23046,22323,21605,20890,20176
"Population, male",SP.POP.TOTL.MA.IN,Central African Republic,CAF,2788352,2728280,2672080,2605852,2549256,2501138,2455675,2413818,2404501,2407515,2393552,2373193,2337512,2290077,2241689,2196084,2155709,2113131,2066395,2022398,1974502,1932553
"Population, male",SP.POP.TOTL.MA.IN,Chad,TCD,8896002,8623530,8355035,8094822,7831899,7570735,7321597,7093122,6869575,6627120,6393699,6172449,5958154,5755890,5554274,5363575,5182293,4999038,4800259,4588681,4406601,4253942
"Population, male",SP.POP.TOTL.MA.IN,Channel Islands,CHI,86165,85444,84587,83603,82353,81190,80392,79598,78916,78314,77683,77253,76785,76153,75493,74823,74161,73492,72809,72148,71489,70848
"Population, male",SP.POP.TOTL.MA.IN,Chile,CHL,9729531,9675022,9579957,9450404,9281300,9114379,8971935,8865948,8775549,8688160,8605184,8521805,8437983,8353799,8268938,8186994,8107283,8028913,7952250,7874834,7794228,7711571
"Population, male",SP.POP.TOTL.MA.IN,China,CHN,720646499,721140373,720928153,719565010,717291023,714208198,710100087,706169297,702159650,697792609,693176026,688484213,684712330,681368810,677925783,674398683,670816557,667008138,663027988,659030348,654865007,650413443
"Population, male",SP.POP.TOTL.MA.IN,Colombia,COL,25575607,25415242,25139588,24779301,24331054,23874571,23517966,23272374,23060580,22850386,22632420,22405198,22167933,21925966,21686623,21442913,21186610,20920388,20643488,20357979,20066543,19769644
"Population, male",SP.POP.TOTL.MA.IN,Comoros,COM,420357,412703,404903,397126,389497,381884,373999,365933,358036,350298,342717,335285,328043,321030,314245,307665,301235,294921,288795,283149,277671,272077
"Population, male",SP.POP.TOTL.MA.IN,"Congo, Dem. Rep.",COD,49118035,47574851,46065978,44600412,43197045,41799533,40378425,38997298,37691853,36408817,35181524,34013052,32885195,31828645,30821476,29842791,28890555,27976983,27111713,26310226,25544321,24773047
"Population, male",SP.POP.TOTL.MA.IN,"Congo, Rep.",COG,2981800,2914434,2847552,2781753,2716588,2651836,2588778,2527113,2466860,2408084,2350164,2285052,2211326,2120331,2035727,1968249,1895843,1824640,1758751,1698593,1650909,1611459
"Population, male",SP.POP.TOTL.MA.IN,Costa Rica,CRI,2590709,2578741,2564622,2546376,2525472,2502859,2479289,2455070,2430257,2404428,2377400,2349468,2321021,2291917,2261818,2231315,2200829,2170068,2138782,2106901,2074083,2039504
"Population, male",SP.POP.TOTL.MA.IN,Cote d'Ivoire,CIV,14215570,13877714,13547621,13218128,12893352,12572382,12257085,11950528,11652068,11391437,11165128,10944299,10717965,10483883,10254400,10028098,9803630,9579903,9356595,9133271,8909248,8688294
"Population, male",SP.POP.TOTL.MA.IN,Croatia,HRV,1877142,1888656,1969718,1976146,1984862,2000221,2021957,2033789,2048178,2054271,2057943,2062281,2067480,2070404,2071183,2070255,2069605,2068225,2064901,2063864,2063084,2061946
"Population, male",SP.POP.TOTL.MA.IN,Cuba,CUB,5562694,5589258,5616818,5628282,5637159,5644544,5650455,5652022,5650315,5647146,5643060,5639643,5637179,5635364,5633996,5632650,5630144,5625118,5616987,5606222,5595307,5585454
"Population, male",SP.POP.TOTL.MA.IN,Curacao,CUW,71911,73008,74175,76024,75798,74067,73780,72917,71827,70680,69642,68996,68140,67387,67048,66309,65110,63550,62021,61016,59798,59750
"Population, male",SP.POP.TOTL.MA.IN,Cyprus,CYP,626775,623154,619932,615637,610590,605429,600193,594938,589809,584829,579665,574033,566592,557572,548572,539584,530622,521680,512738,503815,494964,486510
"Population, male",SP.POP.TOTL.MA.IN,Czechia,CZE,5185278,5173976,5269701,5255756,5232447,5212288,5195724,5182914,5170017,5163357,5161272,5152709,5139122,5119992,5086689,5040642,5007301,4989584,4978776,4973473,4971013,4976754
"Population, male",SP.POP.TOTL.MA.IN,Denmark,DNK,2936844,2913397,2900148,2890926,2879718,2864553,2845175,2821999,2801192,2786137,2773637,2762387,2750241,2737217,2721812,2705030,2692287,2682791,2674861,2667415,2659320,2649869
"Population, male",SP.POP.TOTL.MA.IN,Djibouti,DJI,556264,548890,541471,533626,525424,517141,508832,500482,492063,483527,474899,466253,457521,448524,439452,430661,421567,413536,407280,401257,392572,380707
"Population, male",SP.POP.TOTL.MA.IN,Dominica,DMA,36161,36039,35883,35673,35452,35299,35179,35144,34926,34742,34761,34718,34717,34697,34663,34630,34590,34519,34414,34296,34159,34059
"Population, male",SP.POP.TOTL.MA.IN,Dominican Republic,DOM,5634261,5582224,5527482,5472410,5416994,5360426,5303141,5244874,5185752,5126060,5065869,5005175,4943959,4882666,4822328,4763782,4706176,4647506,4587454,4526492,4464921,4397423
"Population, male",SP.POP.TOTL.MA.IN,Ecuador,ECU,8984602,8886835,8790148,8672767,8509651,8350700,8222126,8100227,7981215,7863795,7744557,7622056,7498852,7376503,7254593,7133070,7012450,6893501,6776204,6659818,6544813,6432559
"Population, male",SP.POP.TOTL.MA.IN,"Egypt, Arab Rep.",EGY,56124592,55260287,54357401,53429404,52490759,51515521,50509730,49472593,48398933,47285316,46209495,45169115,44175744,43295925,42466097,41650626,40852875,40071848,39286378,38492094,37686851,36896146
"Population, male",SP.POP.TOTL.MA.IN,El Salvador,SLV,3016535,3006692,2997430,2992539,2992279,2989691,2983896,2976076,2966755,2955948,2944707,2933557,2922675,2911996,2901244,2890138,2887716,2893341,2896010,2895077,2890463,2881789
"Population, male",SP.POP.TOTL.MA.IN,Equatorial Guinea,GNQ,883926,863375,844153,821881,794308,766354,738048,709490,680902,652487,624500,597134,569731,542409,516140,491133,467474,445146,423972,403668,383968,364688
"Population, male",SP.POP.TOTL.MA.IN,Eritrea,ERI,1817878,1785840,1753513,1724860,1697963,1673563,1657572,1644779,1636349,1622649,1600542,1577851,1547741,1515585,1476246,1436133,1412834,1388443,1353934,1298813,1245585,1202597
"Population, male",SP.POP.TOTL.MA.IN,Estonia,EST,638452,631228,629878,627427,623319,619270,617086,615901,614645,615543,617158,618917,620239,621054,621710,623190,626127,629862,633621,637741,642160,646722
"Population, male",SP.POP.TOTL.MA.IN,Eswatini,SWZ,596167,591831,585916,579801,574204,568650,563119,557649,552371,547273,542408,537868,533566,529313,525058,521420,518532,515804,512898,509632,505974,501668
"Population, male",SP.POP.TOTL.MA.IN,Ethiopia,ETH,61980175,60443404,58906550,57375433,55882976,54418849,52968539,51560461,50196354,48862026,47540484,46215601,44916491,43667289,42458192,41263931,40093124,38961005,37852598,36760688,35686336,34630056
"Population, male",SP.POP.TOTL.MA.IN,Faroe Islands,FRO,27482,27380,27130,26749,26360,25959,25570,25209,25050,25070,25084,25106,25139,25151,25130,25109,25096,25081,24900,24567,24241,23924
"Population, male",SP.POP.TOTL.MA.IN,Fiji,FJI,466140,463683,461878,461366,462276,462926,463229,463293,463134,462716,462138,461408,460442,459159,457414,454459,450318,445918,441500,437004,432518,427971
"Population, male",SP.POP.TOTL.MA.IN,Finland,FIN,2745778,2737509,2731054,2725793,2721234,2715752,2706934,2696703,2686141,2673534,2659632,2645524,2631775,2618383,2604239,2590275,2578051,2567217,2557498,2548930,2541277,2533485
"Population, male",SP.POP.TOTL.MA.IN,France,FRA,32830093,32750940,32670705,32586250,32477716,32363229,32271469,32189247,32078475,31932616,31771596,31623120,31477219,31328492,31174324,31008324,30825573,30619951,30399010,30182216,29973050,29761295
"Population, male",SP.POP.TOTL.MA.IN,French Polynesia,PYF,154794,153778,152872,151899,150960,150002,149191,148478,147681,146929,146369,145852,145253,144639,143906,142844,141296,139403,137450,135482,133515,131568
"Population, male",SP.POP.TOTL.MA.IN,Gabon,GAB,1215505,1192411,1168822,1144323,1119168,1093401,1066111,1036303,1003790,969160,933766,899015,865821,834773,805971,779034,753766,730264,708467,688174,669040,650791
"Population, male",SP.POP.TOTL.MA.IN,"Gambia, The",GMB,1346335,1313119,1280033,1247342,1215115,1182968,1150704,1118341,1085941,1053493,1021199,989446,958562,928615,899494,871338,844305,818687,794483,771376,749718,729172
